,Location,Property subtype,Price,Number of bedrooms,Living area,Kitchen,Furnished,Open fireplace,Terrace,Garden,Surface area land,Pool,Condition
1579,Kortrijk,HOUSE,319000.0,3.0,147.0,False,False,False,False,False,375.0,False,True
1581,Leuven,HOUSE,450000.0,4.0,193.0,True,False,False,False,True,1695.0,False,True
1584,Chaudfontaine,HOUSE,229000.0,4.0,184.0,False,False,False,True,True,0.0,False,True
1587,Ville de Bruxelles - Stad Brussel,APARTMENT_BLOCK,785000.0,4.0,215.0,False,False,False,False,False,97.0,False,True
1588,Nivelles,HOUSE,275000.0,3.0,160.0,False,False,False,False,True,1350.0,False,True
1589,Ville de Bruxelles - Stad Brussel,APARTMENT_BLOCK,785000.0,4.0,215.0,False,False,False,False,False,97.0,False,True
1591,Leuven,HOUSE,409000.0,3.0,200.0,False,False,False,False,True,5074.0,False,True
1593,Saint-Nicolas,MIXED_USE_BUILDING,269000.0,0.0,152.0,True,False,False,False,False,613.0,False,True
1594,Saint-Nicolas,APARTMENT_BLOCK,269000.0,0.0,152.0,True,False,False,False,False,613.0,False,True
1598,Neufchâteau,COUNTRY_COTTAGE,295000.0,5.0,168.0,False,False,False,False,False,407.0,False,True
1600,Mechelen,HOUSE,279000.0,2.0,100.0,False,False,False,True,False,40.0,False,True
1602,Liège,HOUSE,199500.0,4.0,154.0,True,True,False,False,True,80.0,False,True
1603,Kortrijk,HOUSE,199000.0,3.0,133.0,True,False,False,True,False,437.0,False,True
1606,Brugge,VILLA,358000.0,4.0,174.0,True,False,False,False,True,333.0,False,True
1607,Éghezée,HOUSE,303500.0,3.0,125.0,False,False,False,False,True,330.0,False,False
1608,Angleur,HOUSE,149000.0,3.0,104.0,True,False,False,True,True,0.0,False,True
1609,Bressoux,HOUSE,199500.0,4.0,154.0,True,True,False,False,True,80.0,False,True
1610,La Louvière,HOUSE,190000.0,4.0,144.0,True,False,False,True,False,0.0,False,True
1611,Leuven,HOUSE,285000.0,2.0,93.0,False,False,False,False,False,74.0,False,True
1613,Oostende,MANSION,690000.0,7.0,529.0,True,False,False,False,False,279.0,False,True
1614,Oudenaarde,HOUSE,525000.0,2.0,143.0,True,False,False,True,True,676.0,False,True
1618,Wilrijk,HOUSE,330000.0,2.0,125.0,False,False,False,False,False,62.0,False,True
1622,Flémalle,HOUSE,215000.0,4.0,146.0,True,False,False,True,False,0.0,False,False
1623,Auderghem - Oudergem,HOUSE,390000.0,3.0,175.0,False,False,False,False,False,0.0,False,True
1624,Auderghem - Oudergem,APARTMENT_BLOCK,390000.0,3.0,175.0,False,False,False,False,False,0.0,False,True
1629,Leuven,HOUSE,260000.0,3.0,200.0,False,False,False,False,False,216.0,False,True
1630,Kapellen,VILLA,498000.0,3.0,226.0,True,False,False,True,False,661.0,False,True
1631,Sint-Niklaas,HOUSE,239000.0,4.0,190.0,False,False,False,False,True,260.0,False,True
1632,Dendermonde,MANSION,289000.0,4.0,190.0,True,False,False,True,True,212.0,False,True
1633,Gent,HOUSE,365000.0,4.0,189.0,False,False,False,False,False,360.0,False,True
1634,Gent,HOUSE,320000.0,3.0,155.0,False,False,False,False,True,1396.0,False,False
1638,Ath,HOUSE,85000.0,1.0,100.0,False,False,False,True,False,180.0,False,True
1639,Hasselt,HOUSE,250000.0,3.0,147.0,False,False,False,True,True,793.0,False,True
1640,Hasselt,HOUSE,355000.0,4.0,208.0,True,False,False,True,True,3198.0,False,True
1642,Hasselt,HOUSE,290000.0,3.0,167.0,True,False,False,True,True,825.0,False,True
1644,Brugge,HOUSE,235000.0,2.0,118.0,True,False,False,False,True,198.0,False,True
1645,Kortrijk,HOUSE,299000.0,3.0,161.0,True,False,False,True,True,173.0,False,True
1648,Brugge,HOUSE,295000.0,3.0,165.0,True,False,False,True,False,312.0,False,True
1649,Brugge,HOUSE,535000.0,4.0,168.0,True,False,False,True,False,1016.0,False,True
1650,Brugge,HOUSE,249000.0,2.0,223.0,True,False,False,True,False,0.0,False,True
1651,Maaseik,HOUSE,311000.0,3.0,150.0,True,False,False,False,False,1091.0,False,False
1652,Mechelen,HOUSE,279000.0,3.0,137.0,True,False,False,False,True,789.0,False,True
1653,Mechelen,HOUSE,279000.0,3.0,137.0,True,False,False,False,True,789.0,False,True
1655,Brugge,HOUSE,395000.0,3.0,118.0,True,False,False,False,False,311.0,False,True
1656,Diksmuide,HOUSE,253740.0,3.0,145.0,False,False,False,False,False,162.0,False,True
1657,Roeselare,HOUSE,260000.0,3.0,201.0,True,False,True,True,True,440.0,False,True
1658,Brugge,BUNGALOW,410000.0,2.0,131.0,True,False,False,True,True,665.0,False,True
1660,Arlon,FARMHOUSE,780000.0,3.0,290.0,True,False,False,True,False,788.0,False,False
1662,Deurne,HOUSE,399000.0,0.0,233.0,False,False,False,False,False,207.0,False,True
1666,Antwerpen,HOUSE,499000.0,5.0,265.0,False,False,False,False,True,170.0,False,True
1667,Antwerpen,HOUSE,549000.0,4.0,220.0,False,False,False,False,True,90.0,False,True
1668,Verviers,VILLA,390000.0,2.0,103.0,False,False,False,True,True,1501.0,False,True
1670,Turnhout,HOUSE,269000.0,3.0,156.0,False,False,False,False,False,1290.0,False,True
1671,Charleroi,HOUSE,109999.0,2.0,112.0,False,False,False,True,True,190.0,False,True
1673,Aalst,HOUSE,245000.0,3.0,199.0,True,False,False,True,False,180.0,False,True
1674,Nivelles,HOUSE,980000.0,4.0,266.0,True,False,False,True,False,1630.0,False,False
1675,Brugge,MIXED_USE_BUILDING,1350000.0,3.0,490.0,True,False,False,True,True,238.0,False,True
1676,La Louvière,APARTMENT_BLOCK,900000.0,5.0,347.0,False,False,False,True,False,1479.0,False,True
1677,Soignies,HOUSE,145000.0,3.0,106.0,False,False,False,True,True,300.0,False,True
1678,,HOUSE,145000.0,3.0,100.0,False,False,False,True,False,300.0,False,True
1679,Mons,HOUSE,205000.0,4.0,200.0,True,False,False,True,False,0.0,False,True
1680,Charleroi,HOUSE,280000.0,3.0,157.0,True,False,False,True,True,813.0,False,True
1681,Charleroi,MIXED_USE_BUILDING,99000.0,3.0,98.0,False,False,False,False,False,0.0,False,True
1682,Gent,MIXED_USE_BUILDING,420000.0,3.0,197.0,True,False,False,True,True,331.0,False,True
1683,Gent,APARTMENT_BLOCK,420000.0,3.0,197.0,True,False,False,True,True,331.0,False,True
1684,Maaseik,HOUSE,295000.0,3.0,199.0,False,False,False,True,False,599.0,False,True
1685,Tournai-Mouscron,APARTMENT_BLOCK,315000.0,6.0,226.0,True,False,False,True,True,250.0,False,True
1686,Tournai-Mouscron,HOUSE,315000.0,6.0,226.0,True,False,False,True,True,250.0,False,True
1687,Nivelles,HOUSE,345000.0,3.0,115.0,True,False,False,True,True,871.0,False,True
1707,Verviers,HOUSE,319725.0,3.0,98.0,True,False,False,True,False,275.0,False,True
1708,Borgerhout,HOUSE,329000.0,4.0,125.0,True,False,False,False,True,70.0,False,True
1709,Virton,MANSION,345000.0,5.0,250.0,False,False,False,True,True,400.0,False,True
1710,Ixelles - Elsene,MANSION,1950000.0,5.0,346.0,True,False,False,True,True,230.0,False,True
1711,Tournai-Mouscron,HOUSE,189000.0,4.0,130.0,False,False,False,True,False,256.0,False,False
1712,Gent,HOUSE,396000.0,4.0,160.0,True,False,False,False,True,460.0,False,False
1713,Gent,HOUSE,458000.0,3.0,150.0,True,False,True,False,False,544.0,False,False
1716,Oudenaarde,HOUSE,139000.0,3.0,112.0,True,False,False,True,True,100.0,False,True
1717,Oudenaarde,HOUSE,239000.0,3.0,150.0,True,False,False,True,True,450.0,False,True
1719,Mons,HOUSE,125000.0,1.0,100.0,True,False,False,True,True,180.0,False,True
1721,Charleroi,MANSION,139000.0,3.0,163.0,False,False,False,True,True,271.0,False,True
1723,Oupeye,HOUSE,260000.0,3.0,133.0,True,False,False,True,True,151.0,False,True
1724,Soignies,VILLA,290000.0,3.0,257.0,True,False,False,True,True,0.0,False,True
1725,Sint-Niklaas,HOUSE,307500.0,3.0,180.0,False,False,False,False,False,209.0,False,False
1726,Berchem-Sainte-Agathe - Sint-Agatha-Berchem,HOUSE,450000.0,4.0,237.0,True,False,False,True,True,250.0,False,True
1730,Bassenge,HOUSE,315000.0,5.0,130.0,True,False,False,True,True,1038.0,False,True
1736,Kortrijk,HOUSE,305000.0,2.0,150.0,True,False,False,True,False,226.0,False,True
1737,Kortrijk,HOUSE,305000.0,2.0,150.0,True,False,False,True,False,226.0,False,True
1738,Kortrijk,MANSION,379000.0,4.0,200.0,True,False,False,True,False,706.0,False,True
1740,Nivelles,HOUSE,695000.0,5.0,319.0,True,False,False,True,True,0.0,False,True
1741,Brasschaat,VILLA,2215000.0,4.0,341.0,True,False,False,True,False,1973.0,False,True
1742,Nivelles,VILLA,615000.0,4.0,195.0,True,False,False,True,True,879.0,True,True
1743,Verviers,HOUSE,489000.0,7.0,327.0,False,True,False,True,False,568.0,False,False
1745,Sint-Niklaas,HOUSE,275000.0,3.0,150.0,True,False,False,False,False,1173.0,False,True
1746,Sint-Niklaas,HOUSE,269000.0,3.0,130.0,True,False,False,True,False,696.0,False,False
1747,Mechelen,HOUSE,485000.0,3.0,168.0,True,False,False,False,False,1207.0,False,True
1748,Mechelen,HOUSE,430000.0,3.0,168.0,True,False,False,True,False,640.0,False,True
1749,Mechelen,HOUSE,425000.0,3.0,168.0,True,False,False,True,False,540.0,False,True
1750,Mechelen,HOUSE,440000.0,3.0,168.0,True,False,False,True,False,739.0,False,True
1751,Mechelen,HOUSE,499500.0,3.0,144.0,True,False,False,True,False,1368.0,False,True
1756,Dinant,VILLA,275000.0,3.0,114.0,True,False,False,True,True,1355.0,False,True
1758,Charleroi,HOUSE,135000.0,4.0,180.0,False,False,False,True,False,0.0,False,True
1761,Hasselt,VILLA,450000.0,3.0,330.0,True,False,False,True,True,1872.0,True,True
1765,Aalst,HOUSE,521115.0,5.0,232.0,False,False,False,True,False,273.0,False,True
1766,Ixelles - Elsene,HOUSE,450000.0,2.0,120.0,True,False,False,False,False,0.0,False,True
1769,Antwerpen,HOUSE,995000.0,3.0,350.0,True,False,False,False,True,0.0,False,True
1773,Dendermonde,HOUSE,399000.0,4.0,192.0,True,False,False,False,False,434.0,True,True
1775,Floreffe,HOUSE,400000.0,4.0,206.0,True,False,False,True,True,1770.0,False,True
1777,Merksem,HOUSE,289900.0,4.0,152.0,True,False,False,True,True,204.0,False,True
1778,Brugge,HOUSE,695000.0,3.0,150.0,True,False,False,True,False,117.0,False,True
1779,Gent,HOUSE,625000.0,4.0,196.0,False,False,False,False,False,2059.0,False,True
1781,Halle-Vilvoorde,HOUSE,369000.0,3.0,508.0,True,False,False,True,True,262.0,False,True
1783,Kapellen,VILLA,929000.0,3.0,500.0,True,False,False,True,False,4200.0,False,True
1785,Leuven,HOUSE,348000.0,2.0,140.0,True,False,False,False,True,80.0,False,True
1786,Leuven,HOUSE,498000.0,3.0,143.0,True,False,False,False,True,155.0,False,True
1789,Oudenaarde,HOUSE,829000.0,3.0,314.0,False,False,True,True,True,0.0,False,True
1790,Turnhout,EXCEPTIONAL_PROPERTY,425000.0,3.0,131.0,True,False,False,False,False,6828.0,False,True
1792,Kortrijk,HOUSE,280000.0,4.0,193.0,True,False,False,False,True,156.0,False,True
1794,Leuven,HOUSE,1700000.0,9.0,250.0,True,True,False,True,True,145.0,False,True
1795,Leuven,HOUSE,1940000.0,8.0,295.0,True,True,False,True,False,87.0,False,True
1797,Anderlecht,MANSION,325000.0,1.0,138.0,True,False,False,False,False,0.0,False,True
1808,Hasselt,MANSION,1150000.0,7.0,330.0,True,False,True,False,True,14680.0,False,True
1809,Oudenaarde,HOUSE,369500.0,3.0,215.0,False,False,False,True,True,0.0,False,False
1810,Hasselt,HOUSE,249000.0,3.0,162.0,False,False,False,False,False,755.0,False,True
1811,Hasselt,HOUSE,249000.0,3.0,162.0,False,False,False,False,False,755.0,False,True
1814,Oudenaarde,HOUSE,829000.0,3.0,314.0,False,False,True,True,True,0.0,False,True
1819,Gent,HOUSE,419000.0,3.0,219.0,False,False,False,False,True,674.0,False,False
1822,Maaseik,HOUSE,330000.0,4.0,224.0,True,False,False,True,True,450.0,False,True
1823,Boom,HOUSE,330000.0,4.0,160.0,True,False,False,True,True,340.0,False,True
1824,Roeselare,HOUSE,349000.0,3.0,149.0,True,False,False,True,True,347.0,False,False
1825,Oostende,HOUSE,250000.0,3.0,138.0,True,False,False,True,True,370.0,False,True
1827,Gent,HOUSE,320000.0,4.0,156.0,True,False,False,False,True,508.0,False,True
1828,Gent,HOUSE,279000.0,2.0,112.0,True,False,False,False,False,203.0,False,True
1829,Gent,HOUSE,249000.0,3.0,138.0,True,False,False,False,True,393.0,False,True
1836,Gent,MIXED_USE_BUILDING,685000.0,0.0,236.0,False,False,False,False,False,0.0,False,True
1847,Auderghem - Oudergem,APARTMENT_BLOCK,620000.0,3.0,200.0,False,False,False,False,False,88.0,False,False
1848,Ixelles - Elsene,HOUSE,835000.0,5.0,320.0,False,False,False,False,False,210.0,False,True
1849,Oudenaarde,VILLA,450000.0,4.0,246.0,False,False,False,False,False,2748.0,False,False
1850,Sint-Niklaas,HOUSE,179000.0,2.0,106.0,False,False,False,False,True,261.0,False,True
1851,Hasselt,VILLA,698000.0,4.0,318.0,True,False,False,False,True,2604.0,False,False
1852,Brugge,VILLA,1349000.0,5.0,281.0,True,False,False,True,False,1033.0,True,True
1856,Deurne,APARTMENT_BLOCK,795000.0,11.0,340.0,True,False,False,True,True,147.0,False,True
1858,Nivelles,HOUSE,230000.0,2.0,150.0,False,False,False,True,True,394.0,False,False
1860,Halle-Vilvoorde,HOUSE,215000.0,2.0,120.0,True,False,False,False,True,170.0,False,True
1861,Fosses-la-Ville,HOUSE,170000.0,3.0,137.0,True,False,True,True,True,954.0,False,True
1863,Oudenaarde,HOUSE,195000.0,3.0,231.0,False,False,False,True,True,148.0,False,True
1864,Turnhout,HOUSE,145000.0,3.0,173.0,True,False,False,True,True,135.0,False,True
1866,Oudenaarde,HOUSE,249000.0,3.0,127.0,False,False,False,False,True,94.0,False,True
1867,Turnhout,HOUSE,249000.0,4.0,200.0,False,False,False,True,True,500.0,False,True
1868,Turnhout,HOUSE,239000.0,2.0,124.0,True,False,False,True,True,621.0,False,False
1869,Ans,HOUSE,249000.0,3.0,112.0,True,False,False,True,True,360.0,False,True
1870,Philippeville,HOUSE,89000.0,2.0,60.0,True,False,False,False,False,0.0,False,True
1872,Ieper,HOUSE,399000.0,4.0,300.0,False,False,False,False,False,2047.0,False,True
1874,Turnhout,HOUSE,459000.0,3.0,301.0,True,False,True,False,True,2080.0,False,True
1876,Mechelen,EXCEPTIONAL_PROPERTY,1200000.0,10.0,460.0,False,False,False,False,False,4827.0,False,True
1877,Wilrijk,HOUSE,349000.0,3.0,148.0,True,False,False,False,True,150.0,False,True
1878,Brasschaat,HOUSE,329000.0,4.0,150.0,False,False,False,False,True,215.0,False,True
1879,Veurne,HOUSE,249000.0,9.0,246.0,True,False,False,False,True,163.0,False,True
1880,Brugge,HOUSE,219000.0,3.0,355.0,False,False,False,False,False,178.0,False,False
1881,Huy,HOUSE,219000.0,2.0,97.0,True,False,False,True,True,317.0,False,True
1882,Sint-Niklaas,HOUSE,270000.0,3.0,140.0,False,False,False,False,False,308.0,False,False
1883,Schoten,HOUSE,460000.0,4.0,270.0,False,False,False,True,True,360.0,False,True
1886,Charleroi,HOUSE,145000.0,4.0,130.0,False,False,False,True,True,350.0,False,True
1888,Leuven,HOUSE,349000.0,4.0,209.0,True,False,False,True,True,183.0,False,True
1889,Hoboken,HOUSE,595000.0,7.0,320.0,True,False,False,True,False,279.0,False,True
1890,Hoboken,MANSION,595000.0,7.0,320.0,True,False,False,True,False,279.0,False,True
1891,Dendermonde,HOUSE,379000.0,4.0,210.0,True,False,False,True,True,420.0,False,True
1892,Charleroi,EXCEPTIONAL_PROPERTY,350000.0,4.0,181.0,True,False,False,True,False,850.0,False,False
1893,Namur,HOUSE,645000.0,5.0,300.0,True,False,True,True,True,2383.0,False,True
1894,Berchem-Sainte-Agathe - Sint-Agatha-Berchem,APARTMENT_BLOCK,790000.0,0.0,220.0,False,False,False,False,False,370.0,False,False
1895,Dendermonde,HOUSE,285000.0,3.0,185.0,True,False,True,True,False,324.0,False,True
1898,Aywaille,HOUSE,165000.0,2.0,121.0,True,False,False,True,False,127.0,False,True
1899,Seraing,HOUSE,259000.0,3.0,120.0,True,False,False,True,True,160.0,False,False
1900,Schaerbeek - Schaarbeek,APARTMENT_BLOCK,430000.0,5.0,410.0,False,False,False,True,False,326.0,False,True
1902,Halle-Vilvoorde,HOUSE,370000.0,2.0,231.0,True,False,False,True,False,273.0,False,True
1903,Sint-Niklaas,MIXED_USE_BUILDING,448000.0,5.0,375.0,True,False,False,True,True,365.0,False,True
1904,Halle-Vilvoorde,HOUSE,475000.0,5.0,350.0,True,False,False,True,False,0.0,False,True
1905,Kortrijk,HOUSE,195000.0,2.0,167.0,True,False,False,True,True,165.0,False,True
1906,Oostende,HOUSE,279000.0,2.0,220.0,True,False,False,True,True,220.0,False,True
1907,Wommelgem,HOUSE,510000.0,5.0,180.0,True,False,False,False,True,1000.0,True,True
1908,Halle-Vilvoorde,HOUSE,235000.0,4.0,111.0,False,False,False,False,False,173.0,False,False
1910,Turnhout,HOUSE,262000.0,2.0,149.0,True,False,False,True,True,270.0,False,True
1911,Gent,HOUSE,350000.0,2.0,111.0,False,False,False,False,False,899.0,False,True
1912,Leuven,HOUSE,359000.0,2.0,152.0,True,False,False,False,False,217.0,False,True
1913,Oudenaarde,APARTMENT_BLOCK,295000.0,4.0,242.0,True,False,False,False,False,80.0,False,True
1914,Oudenaarde,HOUSE,295000.0,4.0,242.0,True,False,False,False,False,80.0,False,True
1915,Brugge,VILLA,1150000.0,5.0,549.0,False,False,True,False,False,2737.0,False,True
1916,Virton,TOWN_HOUSE,395000.0,4.0,320.0,True,False,False,False,True,1124.0,False,True
1917,Leuven,HOUSE,239000.0,3.0,180.0,True,False,False,False,True,664.0,False,True
1918,Dinant,HOUSE,179000.0,3.0,154.0,False,False,False,True,False,182.0,False,True
1920,Eeklo,HOUSE,339000.0,3.0,160.0,True,False,False,True,True,555.0,False,True
1922,Hasselt,COUNTRY_COTTAGE,449000.0,4.0,312.0,True,False,False,False,False,427.0,False,True
1925,Boechout,HOUSE,399000.0,5.0,198.0,True,False,False,False,False,407.0,False,True
1927,Halle-Vilvoorde,TOWN_HOUSE,395000.0,3.0,300.0,True,False,False,True,True,565.0,False,False
1930,Oostende,HOUSE,375000.0,5.0,282.0,True,False,False,False,False,348.0,False,True
1931,Mechelen,BUNGALOW,389000.0,2.0,1494.0,True,False,False,True,True,1494.0,False,True
1934,Thuin,HOUSE,149000.0,2.0,110.0,True,False,False,False,True,0.0,False,False
1936,Thuin,HOUSE,149000.0,2.0,110.0,True,False,False,False,True,0.0,False,False
1937,Halle-Vilvoorde,HOUSE,495000.0,3.0,150.0,True,False,False,True,True,597.0,False,True
1938,Namur,HOUSE,349000.0,4.0,150.0,True,False,False,True,False,1036.0,False,True
1939,Leuven,HOUSE,369000.0,4.0,225.0,True,False,False,True,True,1520.0,False,True
1940,Roeselare,HOUSE,150000.0,3.0,131.0,True,False,False,False,True,221.0,False,True
1941,Roeselare,HOUSE,256702.0,2.0,100.0,False,False,False,True,False,0.0,False,True
1942,Tielt,HOUSE,275000.0,4.0,235.0,True,False,False,False,False,643.0,False,True
1943,Boom,HOUSE,249000.0,3.0,133.0,True,False,False,True,False,108.0,False,True
1945,Halle-Vilvoorde,HOUSE,799000.0,3.0,176.0,True,False,False,True,True,735.0,True,True
1947,Juprelle,VILLA,397000.0,5.0,188.0,True,False,True,True,True,619.0,True,True
1948,Antwerpen,HOUSE,520000.0,3.0,153.0,True,False,False,True,True,165.0,False,True
1965,Veurne,HOUSE,449000.0,3.0,262.0,True,False,False,True,False,0.0,False,True
1966,Charleroi,HOUSE,150000.0,2.0,71.0,True,False,False,False,False,222.0,False,False
1967,Halle-Vilvoorde,VILLA,845000.0,4.0,220.0,True,False,True,False,True,760.0,False,True
1968,Halle-Vilvoorde,HOUSE,498000.0,4.0,226.0,True,False,False,False,True,300.0,False,True
1969,Ixelles - Elsene,APARTMENT_BLOCK,975000.0,5.0,286.0,False,False,False,True,True,0.0,False,False
1970,Bassenge,HOUSE,318000.0,3.0,268.0,True,False,False,True,True,428.0,False,True
1971,Kortrijk,HOUSE,299000.0,3.0,200.0,True,False,False,True,True,591.0,False,True
1972,Brugge,HOUSE,299000.0,2.0,114.0,True,False,True,True,False,79.0,False,True
1974,Arlon,HOUSE,299000.0,3.0,162.0,True,False,False,True,False,280.0,False,False
1977,Ans,HOUSE,399000.0,0.0,500.0,False,False,False,False,False,0.0,False,False
1978,Gent,HOUSE,358000.0,4.0,160.0,True,False,False,True,False,85.0,False,True
1979,Mechelen,HOUSE,499000.0,3.0,180.0,True,False,False,False,True,398.0,False,True
1980,Kortrijk,HOUSE,249000.0,4.0,196.0,True,False,False,True,False,380.0,False,True
1981,Kapellen,HOUSE,549000.0,4.0,228.0,True,False,False,False,False,200.0,False,True
1995,Mons,HOUSE,190000.0,4.0,125.0,False,False,False,True,False,111.0,False,True
1997,Sint-Niklaas,HOUSE,310000.0,3.0,176.0,True,False,False,True,True,238.0,False,True
1998,Gent,HOUSE,349000.0,4.0,156.0,True,True,False,True,True,555.0,False,True
1999,Ekeren,HOUSE,697500.0,4.0,250.0,True,False,True,False,False,1054.0,False,True
2000,Schaerbeek - Schaarbeek,HOUSE,579000.0,4.0,180.0,False,False,False,False,True,146.0,False,True
2001,Charleroi,HOUSE,337500.0,5.0,200.0,True,False,False,True,False,396.0,False,True
2003,Roeselare,HOUSE,168000.0,3.0,170.0,True,False,False,True,False,160.0,False,True
2004,Thuin,HOUSE,50000.0,1.0,78.0,False,False,False,False,True,550.0,False,True
2007,Charleroi,HOUSE,165000.0,3.0,115.0,True,False,False,False,False,0.0,False,False
2008,Mechelen,HOUSE,264000.0,3.0,119.0,False,False,False,False,False,177.0,False,False
2010,Tournai-Mouscron,APARTMENT_BLOCK,230000.0,3.0,162.0,False,False,False,True,True,105.0,False,True
2016,Turnhout,HOUSE,435000.0,4.0,191.0,False,False,False,True,False,168.0,False,True
2017,Mechelen,HOUSE,325000.0,3.0,163.0,False,False,True,False,True,1219.0,False,True
2018,Uccle - Ukkel,APARTMENT_BLOCK,725000.0,3.0,220.0,False,False,False,False,False,94.0,False,False
2019,Waremme,HOUSE,200000.0,3.0,136.0,True,False,False,True,False,700.0,False,True
2021,Mons,HOUSE,70000.0,1.0,106.0,False,False,False,False,False,228.0,False,True
2022,Mons,HOUSE,220000.0,2.0,155.0,False,False,False,False,False,730.0,False,True
2024,Sint-Niklaas,HOUSE,259000.0,3.0,133.0,True,False,False,True,True,94.0,False,True
2025,Antwerpen,HOUSE,649000.0,5.0,345.0,True,False,False,False,False,153.0,False,True
2026,Hoboken,HOUSE,265000.0,3.0,123.0,True,False,False,False,True,0.0,False,True
2027,Antwerpen,HOUSE,375000.0,4.0,180.0,True,False,False,False,False,65.0,False,True
2028,Antwerpen,HOUSE,257500.0,3.0,168.0,False,False,False,True,False,57.0,False,True
2029,Antwerpen,HOUSE,229000.0,3.0,128.0,True,False,False,False,False,0.0,False,True
2030,Nivelles,HOUSE,359000.0,3.0,130.0,True,False,False,True,True,836.0,False,False
2031,Mechelen,MIXED_USE_BUILDING,520000.0,3.0,222.0,True,False,False,True,True,341.0,False,True
2032,Nivelles,HOUSE,379000.0,3.0,130.0,True,False,False,True,True,916.0,False,False
2033,Boom,HOUSE,395000.0,3.0,228.0,False,False,False,False,True,0.0,False,True
2035,Sint-Niklaas,HOUSE,239000.0,3.0,170.0,True,False,False,False,True,332.0,False,False
2036,Turnhout,HOUSE,450428.0,3.0,200.0,True,False,False,False,True,965.0,False,False
2037,Nivelles,VILLA,765000.0,3.0,165.0,True,False,True,True,True,7252.0,False,True
2039,Maaseik,HOUSE,341270.0,3.0,148.0,False,False,False,False,True,387.0,False,False
2041,Nivelles,HOUSE,365000.0,4.0,162.0,True,False,False,True,True,100.0,False,True
2042,Schaerbeek - Schaarbeek,MIXED_USE_BUILDING,430000.0,11.0,410.0,False,False,False,True,False,326.0,False,True
2047,Waremme,VILLA,350000.0,4.0,222.0,True,False,False,True,True,1291.0,False,True
2048,Waremme,HOUSE,350000.0,4.0,222.0,True,False,False,True,True,1291.0,False,True
2049,Dendermonde,HOUSE,289000.0,3.0,154.0,True,False,False,True,True,324.0,False,True
2050,Mechelen,OTHER_PROPERTY,540000.0,5.0,400.0,True,False,False,True,False,230.0,False,True
2053,Ekeren,VILLA,569000.0,5.0,314.0,True,False,False,True,True,1025.0,False,False
2054,Hasselt,HOUSE,179000.0,2.0,110.0,True,False,True,False,True,780.0,False,True
2056,Oudenaarde,HOUSE,995000.0,11.0,435.0,True,False,False,True,True,798.0,False,True
2057,Oudenaarde,VILLA,275000.0,2.0,200.0,True,False,False,False,False,810.0,False,True
2058,Oudenaarde,MIXED_USE_BUILDING,995000.0,11.0,435.0,True,False,False,True,True,798.0,False,True
2059,Charleroi,HOUSE,170000.0,2.0,121.0,True,False,False,True,False,0.0,False,True
2063,Oudenaarde,HOUSE,850000.0,4.0,194.0,True,False,False,True,True,2519.0,False,True
2064,Gent,APARTMENT_BLOCK,845000.0,4.0,358.0,True,False,False,True,False,298.0,False,True
2065,Roeselare,HOUSE,290000.0,3.0,162.0,False,False,False,True,False,578.0,False,True
2066,Sint-Niklaas,HOUSE,419000.0,4.0,190.0,False,False,False,True,True,156.0,False,True
2067,Huy,HOUSE,359500.0,3.0,170.0,True,False,False,True,True,1843.0,False,True
2068,Huy,HOUSE,295000.0,4.0,160.0,True,False,False,False,False,947.0,False,True
2070,Antwerpen,APARTMENT_BLOCK,575000.0,4.0,256.0,False,False,False,False,False,60.0,False,True
2072,Ath,HOUSE,245748.0,2.0,97.0,True,False,False,True,False,2800.0,False,False
2073,Ath,HOUSE,245748.0,2.0,97.0,True,False,False,True,False,2800.0,False,False
2074,Ath,HOUSE,245748.0,2.0,97.0,True,False,False,True,False,2800.0,False,False
2075,Soignies,HOUSE,344000.0,3.0,177.0,True,False,False,False,False,451.0,False,False
2076,Soignies,HOUSE,329000.0,3.0,143.0,True,False,False,False,False,280.0,False,False
2077,Halle-Vilvoorde,HOUSE,299000.0,4.0,180.0,False,False,False,False,False,1208.0,False,False
2078,Verviers,HOUSE,210000.0,4.0,161.0,False,False,False,False,True,1240.0,False,False
2080,Gent,BUNGALOW,495000.0,4.0,194.0,True,False,True,False,True,837.0,False,True
2081,Halle-Vilvoorde,TOWN_HOUSE,329000.0,2.0,130.0,True,False,False,False,False,0.0,False,True
2082,Halle-Vilvoorde,HOUSE,329000.0,2.0,130.0,True,False,False,False,False,0.0,False,True
2095,Tournai-Mouscron,HOUSE,240000.0,3.0,144.0,False,False,False,False,False,210.0,False,False
2096,Brugge,VILLA,535000.0,4.0,223.0,True,False,True,True,False,2051.0,False,True
2098,Mons,HOUSE,145000.0,3.0,600.0,False,False,False,True,True,0.0,False,True
2099,Nivelles,MIXED_USE_BUILDING,360000.0,2.0,166.0,False,True,False,False,False,0.0,False,True
2100,Nivelles,MIXED_USE_BUILDING,625000.0,2.0,301.0,True,False,False,False,False,0.0,False,True
2101,Oudenaarde,HOUSE,369500.0,3.0,185.0,True,False,False,True,True,260.0,False,False
2103,Sint-Niklaas,HOUSE,275000.0,3.0,175.0,False,False,False,True,True,0.0,False,True
2104,Gent,HOUSE,430000.0,3.0,245.0,False,False,False,False,True,570.0,False,True
2105,Hasselt,HOUSE,299000.0,3.0,143.0,True,False,False,False,True,2568.0,False,True
