,Location,Property subtype,Price,Number of bedrooms,Living area,Kitchen,Furnished,Open fireplace,Terrace,Garden,Surface area land,Pool,Condition
6153,Borgerhout,HOUSE,279000.0,4.0,195.0,False,False,False,False,False,65.0,False,True
6158,Aalst,VILLA,1299000.0,5.0,430.0,True,False,False,True,True,1154.0,True,False
6162,Aartselaar,TOWN_HOUSE,410000.0,4.0,162.0,True,False,False,False,True,186.0,False,True
6166,Leuven,HOUSE,399000.0,4.0,220.0,True,False,True,True,True,1570.0,False,True
6167,Verviers,HOUSE,105000.0,3.0,123.0,True,False,False,False,False,41.0,False,True
6169,Dendermonde,HOUSE,249000.0,2.0,101.0,True,False,False,False,True,101.0,False,True
6170,Floreffe,HOUSE,420000.0,3.0,195.0,True,False,False,False,True,1432.0,False,True
6171,Edegem,HOUSE,398000.0,3.0,176.0,False,False,False,False,False,198.0,False,True
6172,Oostende,MIXED_USE_BUILDING,350000.0,3.0,280.0,True,False,False,False,False,140.0,False,True
6173,Halle-Vilvoorde,COUNTRY_COTTAGE,950000.0,4.0,390.0,True,False,True,False,False,6203.0,False,True
6174,Merksem,HOUSE,325000.0,4.0,196.0,True,False,False,False,False,122.0,False,True
6179,Mortsel,EXCEPTIONAL_PROPERTY,395000.0,3.0,175.0,True,False,False,False,True,191.0,False,True
6181,Mons,VILLA,289000.0,3.0,131.0,True,False,False,False,True,0.0,False,True
6183,Veurne,HOUSE,385000.0,4.0,191.0,False,False,False,True,True,200.0,False,True
6184,Veurne,HOUSE,259000.0,4.0,146.0,False,False,False,True,False,0.0,False,True
6187,Charleroi,TOWN_HOUSE,265000.0,2.0,116.0,True,False,False,True,True,153.0,False,True
6189,Neufchâteau,MIXED_USE_BUILDING,340000.0,2.0,253.0,True,False,False,False,False,74.0,False,True
6190,Ixelles - Elsene,HOUSE,750000.0,11.0,370.0,True,False,False,True,True,270.0,False,True
6191,Antwerpen,HOUSE,279000.0,2.0,90.0,True,False,False,True,False,55.0,False,True
6193,Antwerpen,HOUSE,165000.0,2.0,79.0,True,False,False,False,False,28.0,False,True
6194,Ieper,HOUSE,194750.0,2.0,226.0,True,False,False,True,False,0.0,False,True
6195,Marche-en-Famenne,HOUSE,285000.0,3.0,210.0,False,False,False,True,False,403.0,False,True
6196,Huy,HOUSE,179000.0,2.0,119.0,True,False,False,False,True,1154.0,False,True
6197,Huy,HOUSE,229000.0,3.0,200.0,True,False,True,True,False,362.0,False,True
6199,Leuven,HOUSE,450000.0,2.0,258.0,False,False,False,True,True,795.0,True,True
6200,Ixelles - Elsene,HOUSE,949000.0,6.0,330.0,True,False,True,True,True,135.0,False,True
6201,Aalst,MIXED_USE_BUILDING,305000.0,5.0,245.0,True,False,False,False,False,231.0,False,True
6202,Oudenaarde,MIXED_USE_BUILDING,149000.0,2.0,63.0,True,False,False,False,False,0.0,False,True
6203,Aalst,HOUSE,305000.0,5.0,245.0,True,False,False,False,False,231.0,False,True
6204,Kortrijk,HOUSE,265000.0,4.0,151.0,True,False,False,False,False,2766.0,False,True
6207,Verviers,HOUSE,298000.0,4.0,154.0,True,False,False,True,True,327.0,False,True
6208,Waremme,HOUSE,225000.0,2.0,102.0,True,False,False,True,False,460.0,False,True
6209,Bastogne,HOUSE,485000.0,6.0,380.0,True,False,False,True,True,817.0,False,True
6210,Bastogne,HOUSE,485000.0,6.0,380.0,True,False,False,True,True,817.0,False,True
6212,Leuven,HOUSE,210000.0,1.0,100.0,True,False,False,False,True,0.0,False,True
6214,Halle-Vilvoorde,MIXED_USE_BUILDING,259900.0,2.0,96.0,False,False,False,False,False,0.0,False,False
6215,Halle-Vilvoorde,HOUSE,340000.0,3.0,193.0,False,False,False,False,False,212.0,False,False
6216,Leuven,HOUSE,280000.0,4.0,208.0,True,False,False,True,True,399.0,False,True
6217,Antwerpen,HOUSE,469000.0,6.0,278.0,False,False,False,False,False,95.0,False,False
6218,Halle-Vilvoorde,HOUSE,725000.0,5.0,252.0,True,False,False,False,True,944.0,False,True
6219,Charleroi,APARTMENT_BLOCK,235000.0,3.0,220.0,True,False,False,False,False,0.0,False,True
6221,Kalmthout,COUNTRY_COTTAGE,465000.0,5.0,144.0,False,False,True,False,True,1275.0,False,True
6223,Charleroi,HOUSE,245000.0,4.0,140.0,True,False,False,True,True,0.0,False,True
6226,Tournai-Mouscron,HOUSE,127000.0,4.0,117.0,True,False,True,False,True,128.0,False,True
6227,Turnhout,HOUSE,490000.0,6.0,574.0,True,False,False,False,True,1421.0,False,True
6228,Zwijndrecht,HOUSE,489000.0,4.0,195.0,True,False,False,True,True,320.0,False,True
6230,Juprelle,HOUSE,450000.0,3.0,220.0,True,False,False,True,True,670.0,False,True
6231,Antwerpen,HOUSE,579000.0,3.0,167.0,True,False,False,True,False,0.0,False,True
6232,Brugge,HOUSE,325000.0,9.0,166.0,False,False,False,True,False,71.0,False,False
6233,Soignies,HOUSE,125000.0,2.0,100.0,True,False,False,False,False,110.0,False,True
6234,Arlon,HOUSE,415000.0,3.0,221.0,True,False,False,True,True,530.0,False,True
6235,Eilandje,MIXED_USE_BUILDING,385000.0,3.0,168.0,True,False,False,True,False,0.0,False,True
6236,Aalst,HOUSE,393000.0,4.0,359.0,False,False,False,False,False,359.0,False,True
6237,Sint-Niklaas,BUNGALOW,285000.0,2.0,88.0,True,False,False,False,False,736.0,False,True
6238,Brugge,HOUSE,465000.0,4.0,151.0,True,False,False,True,False,285.0,False,True
6239,Forest - Vorst,EXCEPTIONAL_PROPERTY,750000.0,8.0,185.0,True,True,False,False,False,0.0,False,True
6240,Mons,HOUSE,70000.0,3.0,260.0,False,False,False,False,False,139.0,False,False
6243,Aalst,VILLA,945000.0,4.0,450.0,True,False,False,True,True,3073.0,False,True
6244,Visé,HOUSE,150000.0,4.0,157.0,False,False,False,False,False,160.0,False,False
6245,Nivelles,HOUSE,425000.0,3.0,183.0,True,False,False,True,True,512.0,False,False
6246,Nivelles,HOUSE,425000.0,3.0,183.0,True,False,False,True,True,512.0,False,False
6247,Sint-Niklaas,HOUSE,315000.0,3.0,145.0,False,False,False,False,True,131.0,False,True
6248,Niel,HOUSE,275000.0,3.0,147.0,True,False,False,True,False,66.0,False,True
6250,Jemeppe-sur-Sambre,HOUSE,295000.0,3.0,155.0,True,False,False,True,True,1200.0,False,True
6252,Jette,MIXED_USE_BUILDING,395000.0,4.0,220.0,True,False,False,True,False,90.0,False,True
6254,Philippeville,HOUSE,95000.0,2.0,102.0,True,False,False,False,False,725.0,False,False
6255,Ath,HOUSE,219000.0,2.0,130.0,True,False,False,False,False,1.0,False,True
6256,Kortrijk,HOUSE,145000.0,2.0,129.0,True,False,False,True,True,180.0,False,True
6257,Turnhout,HOUSE,215000.0,2.0,151.0,True,False,False,False,True,595.0,False,True
6259,Gent,VILLA,649000.0,3.0,190.0,True,False,True,False,True,585.0,False,True
6260,Mons,VILLA,350000.0,5.0,230.0,True,False,False,True,False,2875.0,False,True
6262,Soignies,COUNTRY_COTTAGE,295000.0,3.0,150.0,True,False,False,True,True,2335.0,False,True
6264,Turnhout,MANSION,435000.0,5.0,334.0,True,False,False,True,True,1179.0,False,True
6265,Virton,HOUSE,129000.0,1.0,71.0,True,False,False,True,True,92.0,False,True
6266,Wijnegem,HOUSE,359000.0,5.0,260.0,False,False,False,True,True,350.0,False,True
6267,Anderlecht,HOUSE,769000.0,7.0,260.0,True,False,False,True,True,740.0,False,False
6272,Mons,HOUSE,189000.0,2.0,140.0,True,False,False,True,True,400.0,False,False
6273,Mons,HOUSE,240000.0,4.0,120.0,True,False,False,True,False,424.0,False,False
6274,Mons,APARTMENT_BLOCK,180000.0,4.0,200.0,True,False,False,False,False,0.0,False,False
6275,Charleroi,HOUSE,79000.0,3.0,120.0,True,False,False,True,False,86.0,False,False
6276,Charleroi,HOUSE,139000.0,2.0,92.0,True,False,False,True,False,122.0,False,False
6277,Nivelles,HOUSE,200000.0,2.0,100.0,True,False,False,False,False,172.0,False,True
6289,Seraing,HOUSE,319000.0,3.0,154.0,True,False,False,True,False,0.0,False,True
6290,Halle-Vilvoorde,HOUSE,445000.0,3.0,150.0,True,False,False,True,True,868.0,False,True
6292,Ath,HOUSE,287500.0,3.0,158.0,True,False,False,False,True,3200.0,False,False
6293,Tournai-Mouscron,HOUSE,135000.0,3.0,192.0,True,False,False,False,False,210.0,False,False
6294,Nivelles,MANOR_HOUSE,225000.0,3.0,155.0,True,False,True,False,True,775.0,True,True
6295,Waremme,HOUSE,300000.0,3.0,178.0,True,False,False,False,True,707.0,False,True
6304,Mons,HOUSE,199900.0,4.0,221.0,True,False,False,False,False,648.0,False,True
6312,Éghezée,APARTMENT_BLOCK,325000.0,3.0,730.0,False,False,False,False,False,614.0,False,False
6313,Roeselare,HOUSE,165000.0,3.0,154.0,False,False,False,True,False,94.0,False,True
6314,Anderlecht,APARTMENT_BLOCK,1150000.0,10.0,600.0,True,False,False,True,True,0.0,False,False
6316,Thuin,HOUSE,1600000.0,4.0,421.0,False,False,False,False,False,424913.0,False,True
6317,Waremme,BUNGALOW,315000.0,3.0,145.0,True,False,False,True,False,574.0,False,True
6318,Thuin,HOUSE,105000.0,2.0,63.0,True,False,False,False,True,450.0,False,False
6320,Éghezée,APARTMENT_BLOCK,325000.0,0.0,730.0,False,False,False,False,False,614.0,False,True
6322,Halle-Vilvoorde,VILLA,895000.0,4.0,436.0,True,False,False,True,False,3435.0,False,True
6324,Sint-Niklaas,HOUSE,395000.0,3.0,135.0,True,False,False,True,True,729.0,False,True
6325,Charleroi,APARTMENT_BLOCK,109000.0,2.0,85.0,True,False,False,True,False,0.0,False,True
6329,Huy,VILLA,325000.0,3.0,200.0,True,False,False,True,True,958.0,False,True
6331,Turnhout,HOUSE,199000.0,2.0,100.0,False,False,False,False,True,400.0,False,True
6332,Turnhout,HOUSE,275000.0,2.0,174.0,True,False,False,True,True,213.0,False,True
6333,Marche-en-Famenne,HOUSE,179000.0,3.0,124.0,True,False,False,False,False,47.0,False,True
6335,Oostende,TOWN_HOUSE,350000.0,3.0,175.0,True,True,False,True,True,97.0,False,False
6338,Charleroi,HOUSE,178000.0,3.0,100.0,True,False,False,True,True,250.0,False,False
6339,Charleroi,HOUSE,158000.0,3.0,126.0,True,False,False,True,True,213.0,False,False
6340,Charleroi,HOUSE,300000.0,3.0,200.0,True,False,False,False,False,250.0,False,False
6341,Charleroi,HOUSE,90000.0,3.0,107.0,False,False,False,True,False,0.0,False,False
6342,Dinant,MANSION,560000.0,4.0,350.0,True,False,False,True,False,1072.0,False,True
6343,Sint-Niklaas,HOUSE,425000.0,3.0,183.0,True,False,False,True,True,431.0,False,True
6344,Oudenaarde,MIXED_USE_BUILDING,425000.0,4.0,224.0,True,False,False,True,False,2156.0,False,True
6347,La Louvière,HOUSE,100000.0,2.0,95.0,False,False,False,False,False,167.0,False,True
6348,Oudenaarde,HOUSE,425000.0,4.0,224.0,True,False,False,True,False,2156.0,False,True
6349,Thuin,HOUSE,126000.0,2.0,82.0,True,False,False,True,False,125.0,True,True
6350,Mechelen,HOUSE,194000.0,4.0,103.0,True,False,False,False,True,123.0,False,True
6351,Borgerhout,HOUSE,259000.0,4.0,106.0,True,False,False,False,False,63.0,False,True
6352,Borgerhout,MIXED_USE_BUILDING,525000.0,5.0,144.0,True,False,False,False,False,100.0,False,True
6354,Roeselare,HOUSE,298000.0,3.0,426.0,True,False,True,True,True,426.0,False,True
6356,Charleroi,HOUSE,110000.0,2.0,115.0,True,False,False,False,True,100.0,False,True
6357,Leuven,HOUSE,390000.0,4.0,196.0,True,False,False,True,True,350.0,False,True
6358,Arlon,HOUSE,285000.0,4.0,200.0,True,False,False,True,True,600.0,False,True
6359,Nivelles,HOUSE,315000.0,2.0,110.0,False,False,True,True,True,1332.0,False,True
6360,Antwerpen,HOUSE,225000.0,2.0,104.0,True,False,False,True,False,68.0,False,True
6361,Hemiksem,HOUSE,598000.0,7.0,431.0,True,False,False,True,True,921.0,False,True
6362,Huy,HOUSE,199000.0,4.0,197.0,True,False,False,False,True,458.0,False,True
6363,Charleroi,HOUSE,149500.0,2.0,145.0,True,False,False,True,False,200.0,False,True
6364,Gembloux,HOUSE,175000.0,3.0,80.0,True,False,False,True,False,450.0,False,True
6365,Leuven,HOUSE,319000.0,3.0,205.0,True,False,False,True,True,270.0,False,True
6366,Leuven,BUNGALOW,260000.0,3.0,196.0,True,False,False,False,False,0.0,False,True
6367,Wuustwezel,TOWN_HOUSE,425000.0,3.0,216.0,True,False,False,True,True,227.0,False,True
6368,Brugge,MIXED_USE_BUILDING,449000.0,5.0,289.0,True,False,False,False,False,1539.0,False,True
6369,Brugge,HOUSE,449000.0,5.0,289.0,True,False,False,False,False,1539.0,False,True
6370,Dinant,HOUSE,155000.0,2.0,63.0,True,False,False,False,True,695.0,False,True
6371,Turnhout,HOUSE,349500.0,5.0,240.0,False,False,False,False,False,360.0,False,True
6372,Ville de Bruxelles - Stad Brussel,MANSION,750000.0,9.0,200.0,True,False,False,False,False,0.0,False,True
6373,Berchem-Sainte-Agathe - Sint-Agatha-Berchem,HOUSE,245000.0,3.0,140.0,False,False,False,False,True,101.0,False,True
6374,Brugge,HOUSE,695000.0,3.0,200.0,True,False,False,False,True,399.0,False,True
6375,Verviers,HOUSE,200000.0,3.0,150.0,True,False,False,False,True,680.0,False,True
6378,Leuven,HOUSE,465000.0,3.0,170.0,True,False,True,True,True,1039.0,False,True
6379,Aalst,HOUSE,550000.0,3.0,400.0,True,False,False,True,False,949.0,False,False
6380,Oudenaarde,HOUSE,325000.0,5.0,500.0,False,False,False,False,False,612.0,False,True
6381,Tournai-Mouscron,HOUSE,420000.0,4.0,250.0,False,False,True,False,False,1237.0,False,False
6385,Brugge,HOUSE,1445000.0,4.0,515.0,True,False,False,True,False,2626.0,False,True
6386,Roeselare,HOUSE,195000.0,2.0,134.0,True,False,False,False,False,251.0,False,True
6387,Turnhout,HOUSE,235000.0,3.0,170.0,True,False,False,False,True,732.0,False,True
6388,Tongeren,HOUSE,311400.0,3.0,215.0,True,False,False,True,True,243.0,False,False
6389,Tongeren,HOUSE,311400.0,3.0,213.0,True,False,False,True,True,343.0,False,False
6390,Tongeren,HOUSE,311400.0,3.0,213.0,True,False,False,True,True,343.0,False,False
6391,Huy,HOUSE,310000.0,9.0,765.0,False,False,False,False,False,3504.0,False,True
6392,Huy,COUNTRY_COTTAGE,310000.0,9.0,765.0,False,False,False,False,False,3504.0,False,True
6393,Tournai-Mouscron,HOUSE,191500.0,3.0,135.0,False,False,False,False,True,1020.0,False,False
6399,Gent,HOUSE,419000.0,4.0,140.0,True,False,False,True,False,54.0,False,True
6400,Ranst,HOUSE,445000.0,3.0,125.0,True,False,False,False,False,557.0,False,True
6401,Brugge,HOUSE,769500.0,3.0,242.0,True,False,False,False,True,423.0,False,True
6402,Turnhout,HOUSE,375000.0,3.0,250.0,False,False,True,True,True,840.0,False,False
6403,,HOUSE,395000.0,6.0,250.0,True,False,False,True,True,1649.0,False,True
6404,Huy,HOUSE,165000.0,2.0,158.0,False,False,False,True,True,430.0,False,True
6405,Merksem,HOUSE,599000.0,8.0,250.0,True,False,False,False,True,333.0,False,True
6406,Chaudfontaine,HOUSE,189000.0,2.0,90.0,True,False,False,True,True,0.0,False,True
6407,Antwerpen,HOUSE,349000.0,4.0,170.0,True,False,False,True,True,255.0,False,True
6410,Sint-Niklaas,HOUSE,259000.0,3.0,115.0,True,False,False,False,True,100.0,False,True
6412,Sint-Niklaas,HOUSE,235000.0,4.0,135.0,True,False,False,False,False,94.0,False,True
6413,La Louvière,HOUSE,80000.0,4.0,150.0,True,False,False,False,False,117.0,False,True
6414,La Louvière,HOUSE,115000.0,3.0,128.0,True,False,False,True,False,205.0,False,True
6415,Charleroi,HOUSE,140000.0,3.0,166.0,True,False,False,True,False,154.0,False,False
6420,Sint-Niklaas,HOUSE,229000.0,2.0,126.0,True,False,False,True,True,110.0,False,True
6421,Maaseik,HOUSE,415000.0,4.0,201.0,True,False,False,True,False,500.0,False,True
6422,Gent,HOUSE,475000.0,3.0,165.0,True,False,False,True,True,883.0,False,True
6423,Gent,HOUSE,430000.0,3.0,165.0,True,False,False,True,True,438.0,False,False
6424,Hasselt,HOUSE,569000.0,3.0,267.0,True,False,False,False,True,1481.0,False,True
6425,Charleroi,MIXED_USE_BUILDING,259000.0,2.0,216.0,True,False,False,True,False,216.0,False,True
6426,Halle-Vilvoorde,HOUSE,448500.0,3.0,131.0,True,False,True,True,True,1394.0,False,True
6427,Gent,VILLA,595000.0,3.0,202.0,False,False,False,True,True,1413.0,False,False
6428,Ath,VILLA,510000.0,4.0,212.0,True,False,False,True,False,1155.0,False,True
6429,Aalst,VILLA,510000.0,4.0,212.0,True,False,False,True,False,1155.0,False,True
6430,Sambreville,HOUSE,225000.0,4.0,127.0,True,False,False,True,True,205.0,False,True
6431,Mechelen,HOUSE,285000.0,4.0,141.0,False,False,False,False,False,85.0,False,True
6438,Auderghem - Oudergem,HOUSE,320000.0,2.0,75.0,False,False,False,True,True,85.0,False,True
6439,Ville de Bruxelles - Stad Brussel,APARTMENT_BLOCK,900000.0,6.0,369.0,True,False,False,True,True,331.0,False,True
6444,Brugge,HOUSE,520000.0,3.0,159.0,True,False,False,False,True,235.0,False,True
6449,Boom,HOUSE,325000.0,3.0,134.0,True,False,False,False,True,171.0,False,True
6450,Berchem-Sainte-Agathe - Sint-Agatha-Berchem,HOUSE,219500.0,2.0,140.0,True,False,False,False,False,45.0,False,True
6451,La Louvière,VILLA,415000.0,3.0,150.0,False,False,False,True,True,576.0,False,True
6453,Thuin,HOUSE,269000.0,2.0,176.0,True,False,False,True,True,290.0,False,True
6455,Comblain-au-Pont,HOUSE,125000.0,2.0,97.0,True,False,False,False,False,76.0,False,True
6458,Gent,HOUSE,765000.0,4.0,203.0,True,False,False,True,True,70.0,False,True
6461,Nivelles,MIXED_USE_BUILDING,460000.0,9.0,400.0,False,False,False,True,True,448.0,False,True
6465,Thuin,HOUSE,235000.0,3.0,170.0,False,False,False,True,True,477.0,False,False
6466,Thuin,HOUSE,335000.0,3.0,170.0,False,False,False,True,True,477.0,False,False
6469,Sint-Niklaas,HOUSE,399000.0,3.0,347.0,True,False,False,False,True,359.0,False,True
6470,Charleroi,HOUSE,109000.0,3.0,110.0,True,False,False,False,False,390.0,False,True
6471,Charleroi,HOUSE,189000.0,3.0,130.0,True,False,False,False,False,0.0,False,True
6472,Nivelles,HOUSE,325000.0,3.0,126.0,True,False,False,False,True,475.0,False,True
6475,Brugge,HOUSE,131000.0,3.0,127.0,False,False,False,False,False,1404.0,False,True
6477,Charleroi,VILLA,550000.0,4.0,255.0,True,False,False,True,True,1058.0,False,False
6482,Arlon,HOUSE,825000.0,4.0,340.0,True,False,True,False,True,1040.0,False,True
6487,Mons,HOUSE,430000.0,3.0,277.0,True,False,False,True,True,1461.0,False,True
6488,Ath,HOUSE,316000.0,4.0,275.0,True,False,False,False,False,450.0,False,True
6495,Mechelen,HOUSE,349000.0,5.0,225.0,True,False,False,True,True,248.0,False,True
6496,Anderlecht,HOUSE,398000.0,3.0,156.0,True,False,False,True,True,0.0,False,False
6498,Oostende,VILLA,895000.0,3.0,265.0,True,False,False,True,True,950.0,False,True
6499,Ieper,HOUSE,185000.0,2.0,134.0,True,False,False,False,True,265.0,False,True
6500,Esneux,HOUSE,299000.0,1.0,185.0,False,False,False,True,True,3700.0,False,True
6501,Jupille-sur-Meuse,HOUSE,220000.0,3.0,160.0,True,False,False,True,True,467.0,False,True
6503,Mechelen,HOUSE,315000.0,2.0,100.0,True,False,False,False,True,60.0,False,True
6504,Mechelen,HOUSE,365000.0,4.0,132.0,True,False,False,True,True,157.0,False,True
6508,Visé,HOUSE,329000.0,3.0,149.0,True,False,False,True,False,743.0,False,False
6509,Jupille-sur-Meuse,HOUSE,290000.0,3.0,166.0,True,False,False,True,True,333.0,False,True
6510,Maaseik,VILLA,344000.0,6.0,340.0,True,False,False,True,True,1810.0,False,True
6515,Antwerpen,MANSION,1050000.0,6.0,300.0,True,False,False,True,True,240.0,False,True
6516,Philippeville,MANSION,229000.0,6.0,190.0,True,False,False,False,True,639.0,False,True
6517,Mettet,VILLA,294000.0,2.0,202.0,True,False,False,False,False,1822.0,False,True
6518,Kortrijk,HOUSE,235000.0,3.0,140.0,True,False,False,True,True,172.0,False,True
6519,Ixelles - Elsene,APARTMENT_BLOCK,950000.0,7.0,250.0,False,False,False,False,True,170.0,False,True
6520,Mechelen,HOUSE,280000.0,5.0,278.0,False,False,False,False,False,424.0,False,True
6523,Brasschaat,VILLA,1295000.0,6.0,388.0,True,False,False,True,False,1333.0,False,True
6524,Brasschaat,VILLA,865000.0,5.0,236.0,True,False,False,True,False,440.0,False,True
6525,Leuven,VILLA,485000.0,5.0,271.0,True,False,False,True,False,2427.0,False,True
6527,Mechelen,HOUSE,277000.0,3.0,135.0,True,False,False,True,True,400.0,False,False
6528,Sambreville,MANSION,259000.0,4.0,200.0,False,False,False,True,False,910.0,False,True
6529,Oupeye,HOUSE,220000.0,2.0,117.0,False,False,False,True,True,252.0,False,True
6530,Mons,HOUSE,165000.0,3.0,90.0,True,False,False,True,True,256.0,False,True
6532,Halle-Vilvoorde,HOUSE,395000.0,3.0,206.0,True,True,True,True,True,1400.0,False,True
6534,Halle-Vilvoorde,VILLA,950000.0,4.0,290.0,True,False,False,True,True,1663.0,False,True
6535,Charleroi,VILLA,259000.0,3.0,150.0,False,False,True,False,True,403.0,False,True
6541,Charleroi,APARTMENT_BLOCK,379000.0,10.0,361.0,True,False,False,True,False,209.0,False,True
6542,Antwerpen,HOUSE,379000.0,3.0,112.0,True,False,False,True,True,126.0,False,True
6543,Mechelen,HOUSE,249000.0,2.0,98.0,True,False,False,True,True,235.0,False,True
6547,Brugge,APARTMENT_BLOCK,899000.0,9.0,482.0,True,False,False,False,False,715.0,False,False
6548,Brugge,HOUSE,899000.0,9.0,482.0,True,False,False,False,False,715.0,False,False
6549,Oudenaarde,BUNGALOW,279000.0,3.0,128.0,False,False,False,True,True,826.0,False,True
6551,Schilde,HOUSE,199000.0,1.0,55.0,True,False,True,True,True,1049.0,False,True
6552,Mechelen,HOUSE,480000.0,4.0,241.0,False,False,True,False,True,0.0,False,True
6553,Arlon,HOUSE,279000.0,4.0,328.0,True,False,False,False,True,367.0,False,True
6554,Brugge,OTHER_PROPERTY,270000.0,5.0,200.0,True,True,False,False,False,200.0,False,True
6556,Eeklo,HOUSE,165000.0,4.0,136.0,False,False,False,False,True,185.0,False,False
6558,Gent,HOUSE,279000.0,4.0,140.0,True,False,False,False,False,95.0,False,True
6559,Seraing,HOUSE,329000.0,3.0,110.0,True,False,False,True,True,600.0,False,True
6561,Oupeye,VILLA,325000.0,3.0,175.0,True,False,False,True,True,783.0,False,True
6564,Seraing,HOUSE,179000.0,5.0,155.0,False,False,False,True,False,291.0,False,True
6565,Arlon,VILLA,1250000.0,5.0,341.0,True,False,True,True,False,16107.0,False,True
6566,Arlon,VILLA,925000.0,5.0,315.0,True,False,True,True,False,2365.0,False,True
6567,Liège,MANSION,695000.0,12.0,364.0,False,False,False,True,True,130.0,False,False
6568,Gent,HOUSE,415000.0,3.0,160.0,True,False,False,True,False,82.0,False,True
6569,Kortrijk,VILLA,650000.0,4.0,300.0,True,False,True,True,True,1060.0,False,True
6572,Angleur,HOUSE,249000.0,4.0,165.0,True,False,False,True,True,170.0,False,True
6573,Seraing,HOUSE,120000.0,2.0,93.0,True,False,False,False,False,210.0,False,True
6574,Nivelles,HOUSE,480000.0,4.0,154.0,True,False,False,True,True,824.0,False,True
6579,Leuven,HOUSE,379000.0,2.0,114.0,True,False,True,True,True,600.0,False,True
6581,Kortrijk,HOUSE,355000.0,3.0,158.0,True,False,False,True,True,279.0,False,True
6582,Aalst,HOUSE,239000.0,2.0,112.0,True,False,False,True,True,310.0,False,True
6583,Antwerpen,MANSION,423000.0,4.0,190.0,True,False,False,True,True,151.0,False,True
6584,Waremme,VILLA,290000.0,4.0,180.0,True,False,False,True,True,710.0,False,True
6586,Antwerpen,HOUSE,459000.0,3.0,180.0,False,False,False,True,True,400.0,True,True
6588,Ixelles - Elsene,APARTMENT_BLOCK,900000.0,5.0,280.0,True,False,False,True,True,0.0,False,True
6589,Halle-Vilvoorde,HOUSE,425000.0,2.0,255.0,False,False,False,False,True,651.0,False,False
6590,La Louvière,HOUSE,210000.0,3.0,280.0,True,False,True,True,False,0.0,False,True
6591,Dendermonde,BUNGALOW,379000.0,3.0,164.0,False,False,False,False,False,594.0,False,True
6592,Turnhout,HOUSE,599000.0,6.0,303.0,True,False,False,True,True,973.0,False,True
6593,Turnhout,HOUSE,445000.0,5.0,383.0,True,False,False,True,True,603.0,False,True
6594,Mechelen,MANSION,420000.0,3.0,150.0,False,False,False,True,False,93.0,False,True
6595,Antwerpen,HOUSE,359000.0,3.0,140.0,False,False,False,False,True,185.0,False,True
6596,Arlon,HOUSE,925000.0,5.0,315.0,True,False,True,True,False,2365.0,False,True
6597,Saint-Gilles - Sint-Gillis,HOUSE,795000.0,0.0,350.0,False,False,False,False,False,0.0,False,False
6599,Watermael-Boitsfort - Watermaal-Bosvoorde,HOUSE,495000.0,3.0,174.0,True,False,False,True,True,124.0,False,True
6600,Aalst,HOUSE,345000.0,3.0,186.0,True,False,False,True,False,126.0,False,True
6601,Nivelles,HOUSE,195000.0,3.0,140.0,False,False,True,True,True,845.0,False,True
6602,Mons,HOUSE,99900.0,2.0,88.0,True,False,False,False,False,114.0,False,True
6606,Huy,MIXED_USE_BUILDING,385000.0,3.0,240.0,True,False,False,True,True,900.0,False,True
6607,Charleroi,MIXED_USE_BUILDING,325000.0,3.0,452.0,True,False,True,True,True,0.0,False,True
6610,Maaseik,HOUSE,465000.0,5.0,309.0,True,False,False,True,True,708.0,False,True
6618,Oudenaarde,HOUSE,325000.0,5.0,400.0,False,False,False,True,True,535.0,False,True
6620,Sambreville,HOUSE,169000.0,3.0,120.0,True,False,False,True,False,309.0,False,True
6622,Leuven,MANSION,300000.0,4.0,185.0,True,False,False,True,False,140.0,False,True
6624,Leuven,HOUSE,395000.0,2.0,222.0,True,False,False,False,True,797.0,False,True
6626,Mechelen,HOUSE,337000.0,3.0,198.0,False,False,True,False,False,198.0,False,True
6631,Sint-Niklaas,HOUSE,849000.0,6.0,252.0,False,False,True,True,False,35830.0,False,False
6632,Oudenaarde,HOUSE,335000.0,4.0,190.0,True,False,False,True,True,336.0,False,True
6633,Aalst,MANSION,312500.0,4.0,222.0,True,False,False,False,True,180.0,False,True
6635,Soignies,MIXED_USE_BUILDING,199900.0,0.0,140.0,True,False,False,True,False,0.0,False,True
6637,Sint-Niklaas,EXCEPTIONAL_PROPERTY,599000.0,7.0,482.0,False,False,False,True,False,994.0,False,True
6639,Tilff,HOUSE,184500.0,3.0,160.0,False,False,False,True,False,185.0,False,True
6640,Seraing,HOUSE,285000.0,3.0,160.0,True,False,False,True,True,215.0,False,True
6641,Flémalle,HOUSE,199000.0,4.0,215.0,True,False,False,False,True,12320.0,False,True
6642,Verviers,VILLA,399500.0,4.0,286.0,True,False,False,True,True,1150.0,False,True
6644,Mechelen,HOUSE,255000.0,2.0,134.0,False,False,False,False,True,257.0,False,True
6645,Turnhout,HOUSE,269000.0,3.0,135.0,True,False,False,False,True,130.0,False,True
6648,Nivelles,HOUSE,429000.0,3.0,160.0,False,False,False,False,True,1650.0,False,True
6650,Mechelen,HOUSE,327500.0,2.0,121.0,False,False,False,False,True,80.0,False,True
6652,Roeselare,VILLA,585000.0,5.0,260.0,True,False,False,False,True,1108.0,False,True
6655,Brugge,HOUSE,399000.0,3.0,195.0,False,False,False,True,True,273.0,False,False
